id,answer
2998,165
2999,164
3000,157
3001,164
3002,185
3003,180
3004,164
3005,188
3006,152
3007,173
3008,150
3009,171
3010,164
3011,168
3012,153
3013,154
3014,151
3015,151
3016,156
3017,157
3018,168
3019,168
3020,187
3021,151
3022,153
3023,182
3024,158
3025,168
3026,174
3027,185
3028,172
3029,164
3030,154
3031,162
3032,178
3033,157
3034,160
3035,170
3036,152
3037,171
3038,159
3039,175
3040,169
3041,175
3042,164
3043,175
3044,159
3045,177
3046,173
3047,184
3048,161
3049,151
3050,188
3051,165
3052,171
3053,175
3054,181
3055,185
3056,174
3057,183
3058,180
3059,171
3060,180
3061,172
3062,180
3063,178
3064,172
3065,180
3066,187
3067,172
3068,165
3069,157
3070,188
3071,181
3072,180
3073,162
3074,168
3075,160
3076,183
3077,172
3078,155
3079,187
3080,186
3081,182
3082,162
3083,184
3084,162
3085,165
3086,170
3087,176
3088,188
3089,168
3090,185
3091,188
3092,168
3093,172
3094,162
3095,154
3096,164
3097,175
3098,184
3099,160
3100,173
3101,188
3102,167
3103,170
3104,174
3105,181
3106,153
3107,183
3108,178
3109,163
3110,180
3111,175
3112,176
3113,184
3114,180
3115,158
3116,150
3117,159
3118,169
3119,168
3120,177
3121,158
3122,160
3123,178
3124,179
3125,152
3126,168
3127,180
3128,172
3129,182
3130,187
3131,182
3132,169
3133,181
3134,160
3135,178
3136,185
3137,188
3138,159
3139,188
3140,158
3141,151
3142,186
3143,181
3144,162
3145,165
3146,163
3147,188
3148,180
3149,180
3150,179
3151,159
3152,160
3153,170
3154,183
3155,160
3156,188
3157,162
3158,182
3159,158
3160,187
3161,184
3162,170
3163,152
3164,180
3165,153
3166,156
3167,156
3168,170
3169,151
3170,165
3171,167
3172,164
3173,170
3174,164
3175,154
3176,185
3177,156
3178,185
3179,156
3180,168
3181,159
3182,187
3183,184
3184,157
3185,153
3186,185
3187,186
3188,186
3189,175
3190,155
3191,171
3192,155
3193,170
3194,180
3195,155
3196,170
3197,151
3198,160
3199,155
3200,155
3201,160
3202,160
3203,188
3204,153
3205,162
3206,179
3207,171
3208,185
3209,158
3210,167
3211,178
3212,156
3213,181
3214,160
3215,163
3216,184
3217,174
3218,161
3219,175
3220,165
3221,161
3222,152
3223,181
3224,161
3225,170
3226,188
3227,163
3228,156
3229,157
3230,170
3231,177
3232,153
3233,151
3234,174
3235,188
3236,173
3237,174
3238,161
3239,157
3240,162
3241,187
3242,178
3243,169
3244,169
3245,158
3246,181
3247,153
3248,164
3249,168
3250,168
3251,150
3252,181
3253,163
3254,180
3255,162
3256,160
3257,151
3258,177
3259,172
3260,165
3261,179
3262,177
3263,185
3264,163
3265,180
3266,185
3267,153
3268,181
3269,178
3270,173
3271,168
3272,180
3273,158
3274,157
3275,157
3276,172
3277,161
3278,164
3279,170
3280,176
3281,180
3282,175
3283,173
3284,167
3285,165
3286,164
3287,174
3288,150
3289,162
3290,160
3291,184
3292,188
3293,155
3294,179
3295,168
3296,160
3297,163
3298,187
3299,168
3300,154
3301,163
3302,160
3303,171
3304,154
3305,185
3306,171
3307,160
3308,176
3309,170
3310,188
3311,154
3312,162
3313,171
3314,155
3315,159
3316,181
3317,168
3318,155
3319,151
3320,186
3321,179
3322,180
3323,173
3324,150
3325,159
3326,170
3327,178
3328,188
3329,171
3330,158
3331,167
3332,154
3333,169
3334,158
3335,181
3336,181
3337,157
3338,183
3339,157
3340,151
3341,177
3342,160
3343,187
3344,158
3345,170
3346,173
3347,161
3348,157
3349,168
3350,160
3351,168
3352,167
3353,181
3354,185
3355,175
3356,188
3357,180
3358,168
3359,168
3360,179
3361,186
3362,151
3363,187
3364,180
3365,179
3366,183
3367,178
3368,185
3369,170
3370,185
3371,183
3372,164
3373,171
3374,172
3375,155
3376,150
3377,155
3378,171
3379,178
3380,165
3381,181
3382,159
3383,159
3384,162
3385,158
3386,159
3387,165
3388,182
3389,173
3390,163
3391,188
3392,165
3393,181
3394,160
3395,182
3396,187
3397,165
3398,180
3399,166
3400,160
3401,151
3402,180
3403,166
3404,171
3405,166
3406,179
3407,151
3408,164
3409,159
3410,181
3411,179
3412,160
3413,156
3414,178
3415,155
3416,151
3417,171
3418,157
3419,163
3420,181
3421,156
3422,188
3423,175
3424,166
3425,176
3426,160
3427,153
3428,180
3429,185
3430,161
3431,178
3432,159
3433,153
3434,153
3435,182
3436,163
3437,177
3438,156
3439,157
3440,164
3441,150
3442,152
3443,178
3444,184
3445,170
3446,178
3447,181
3448,184
3449,163
3450,150
3451,169
3452,174
3453,183
3454,153
3455,174
3456,165
3457,152
3458,168
3459,164
3460,152
3461,185
3462,162
3463,161
3464,162
3465,156
3466,178
3467,156
3468,179
3469,154
3470,160
3471,175
3472,164
3473,175
3474,154
3475,176
3476,173
3477,182
3478,180
3479,161
3480,176
3481,180
3482,170
3483,165
3484,151
3485,155
3486,186
3487,160
3488,173
3489,173
